ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence
1890D657AD,202412,,0.23666583,23,Low,정상,normal,0.0
3E6DB9DC69,202412,왕십리,0.23907353,23,Low,정상,normal,0.0
9749F65AAB,202412,,0.23305993,23,Low,정상,normal,0.0
3531297CCD,202412,한양대,0.23120229,23,Low,정상,normal,0.0
BF43B6D3DA,202412,뚝섬,0.23218562,23,Low,정상,normal,0.0
F794B9D76C,202412,한양대,0.23730472,23,Low,정상,normal,0.0
E4FEADA057,202412,성수,0.23201117,23,Low,정상,normal,0.0
2257171AD9,202412,,0.23454502,23,Low,정상,normal,0.0
5196197266,202412,한양대,0.23346321,23,Low,정상,normal,0.0
559A0E2C40,202412,왕십리,0.23290996,23,Low,정상,normal,0.0
844FB79595,202412,마장동,0.23068503,23,Low,정상,normal,0.0
5ED6A6D25C,202412,마장동,0.2313284,23,Low,정상,normal,0.0
1025481D02,202412,성수,0.23273998,23,Low,정상,normal,0.0
5ED1A1DEB4,202412,뚝섬,0.23443884,23,Low,정상,normal,0.0
0A11294210,202412,성수,0.23732068,23,Low,정상,normal,0.0
4D45E10163,202412,마장동,0.23480466,23,Low,정상,normal,0.0
7036B6AC6E,202412,성수,0.2363501,23,Low,정상,normal,0.0
132078A4FE,202412,성수,0.23866932,23,Low,정상,normal,0.0
77DBEC55AD,202412,뚝섬,0.23545624,23,Low,정상,normal,0.0
9B0DD78098,202412,답십리,0.23900536,23,Low,정상,normal,0.0
96A6277F2E,202412,답십리,0.23615894,23,Low,정상,normal,0.0
A8D93F0376,202412,옥수,0.23962489,23,Low,정상,normal,0.0
AB962133CC,202412,성수,0.23263091,23,Low,정상,normal,0.0
8F839093AF,202412,답십리,0.23795868,23,Low,정상,normal,0.0
C3BF4915D5,202412,,0.23642103,23,Low,정상,normal,0.0
2D9247837A,202412,뚝섬,0.23048803,23,Low,정상,normal,0.0
3C5DFF3840,202412,답십리,0.23645286,23,Low,정상,normal,0.0
D197369754,202412,,0.23421158,23,Low,정상,normal,0.0
8D25E9227C,202412,성수,0.23390608,23,Low,정상,normal,0.0
8DF11B2C5A,202412,왕십리,0.23454902,23,Low,정상,normal,0.0
898632E7CF,202412,한양대,0.2307669,23,Low,정상,normal,0.0
0C67B8EDCF,202412,한양대,0.22658494,22,Low,정상,normal,0.0
383481B7AC,202412,성수,0.22457857,22,Low,정상,normal,0.0
CFA3039DF1,202412,,0.22273453,22,Low,정상,normal,0.0
48C1483437,202412,,0.22904767,22,Low,정상,normal,0.0
DB3164F768,202412,,0.22030616,22,Low,정상,normal,0.0
93D9B9CC54,202412,마장동,0.22253363,22,Low,정상,normal,0.0
2D3C8D6F8A,202412,,0.22771548,22,Low,정상,normal,0.0
A1B826773C,202412,마장동,0.22217607,22,Low,정상,normal,0.0
821200D58F,202412,,0.22286667,22,Low,정상,normal,0.0
2C4B01EA60,202412,마장동,0.2210918,22,Low,정상,normal,0.0
3291FF9C92,202412,,0.22839907,22,Low,정상,normal,0.0
F0CC0C4D8F,202412,,0.2255964,22,Low,정상,normal,0.0
281CA527F1,202412,마장동,0.22111708,22,Low,정상,normal,0.0
ED2BD4308F,202412,,0.22922929,22,Low,정상,normal,0.0
B5A87E019D,202412,성수,0.22038126,22,Low,정상,normal,0.0
5D164CCB8F,202412,,0.226876,22,Low,정상,normal,0.0
1EADD2188F,202412,성수,0.22453932,22,Low,정상,normal,0.0
2AF934A41E,202412,뚝섬,0.22858219,22,Low,정상,normal,0.0
A8F5102FC7,202412,성수,0.2240535,22,Low,정상,normal,0.0
C1C544732B,202412,,0.22486508,22,Low,정상,normal,0.0
305F8B41E8,202412,뚝섬,0.22912057,22,Low,정상,normal,0.0
C3D51FA850,202412,,0.22323056,22,Low,정상,normal,0.0
935994591A,202412,마장동,0.22165741,22,Low,정상,normal,0.0
EC9B3F9918,202412,,0.228004,22,Low,정상,normal,0.0
D8B9E99952,202412,왕십리,0.22526306,22,Low,정상,normal,0.0
C5F8521BC4,202412,답십리,0.22895408,22,Low,정상,normal,0.0
2FE9A7B0B7,202412,답십리,0.21738842,21,Low,정상,normal,0.0
E76E810A77,202412,마장동,0.21798,21,Low,정상,normal,0.0
B360E93D13,202412,성수,0.21547684,21,Low,정상,normal,0.0
0F0676C7F0,202412,,0.21751241,21,Low,정상,normal,0.0
18185E33A8,202412,압구정로데오,0.2157117,21,Low,정상,normal,0.0
78B4B81E3F,202412,성수,0.21144134,21,Low,정상,normal,0.0
5BAB073DB1,202412,왕십리,0.21512274,21,Low,정상,normal,0.0
C525E44DDB,202412,마장동,0.21963954,21,Low,정상,normal,0.0
C4BF630797,202412,뚝섬,0.21651177,21,Low,정상,normal,0.0
4EBEB61964,202412,옥수,0.21366902,21,Low,정상,normal,0.0
3CFB121A76,202412,장한평자동차,0.21751039,21,Low,정상,normal,0.0
C95A3B0715,202412,,0.21834557,21,Low,정상,normal,0.0
4F91DC078E,202412,뚝섬,0.21758065,21,Low,정상,normal,0.0
091DB36DAA,202412,왕십리,0.21068317,21,Low,정상,normal,0.0
F8BB3FFD0D,202412,성수,0.21208678,21,Low,정상,normal,0.0
119F4FB3E3,202412,성수,0.21676797,21,Low,정상,normal,0.0
1D47B2E51D,202412,왕십리,0.21899183,21,Low,정상,normal,0.0
CA789A700E,202412,,0.21262777,21,Low,정상,normal,0.0
34ADC7D5B3,202412,장한평자동차,0.21393992,21,Low,정상,normal,0.0
8E6AC8C283,202412,뚝섬,0.21843977,21,Low,정상,normal,0.0
4D712FD5CB,202412,행당,0.21944821,21,Low,정상,normal,0.0
3845CA9FE8,202412,,0.21018542,21,Low,정상,normal,0.0
5509AAD8EE,202412,왕십리,0.21182442,21,Low,정상,normal,0.0
025B95F178,202412,뚝섬,0.21194933,21,Low,정상,normal,0.0
EE46679C37,202412,왕십리,0.21749657,21,Low,정상,normal,0.0
F3E07DF794,202412,성수,0.21872085,21,Low,정상,normal,0.0
EE4985D57B,202412,뚝섬,0.2159151,21,Low,정상,normal,0.0
460FC7898C,202412,뚝섬,0.21690252,21,Low,정상,normal,0.0
00FDB35E9C,202412,,0.2158931,21,Low,정상,normal,0.0
307DBEB4EC,202412,성수,0.20729417,20,Low,정상,normal,0.0
CD0A4EA5E0,202412,왕십리,0.20318992,20,Low,정상,normal,0.0
882533C9E4,202412,성수,0.20237873,20,Low,정상,normal,0.0
6634FE5F13,202412,마장동,0.2053321,20,Low,정상,normal,0.0
D406BC7817,202412,성수,0.20753883,20,Low,정상,normal,0.0
8EF97B1238,202412,성수,0.20140795,20,Low,정상,normal,0.0
37AA4DBA89,202412,성수,0.20276244,20,Low,정상,normal,0.0
E0A583DB58,202412,금남시장,0.2074178,20,Low,정상,normal,0.0
0C579C8DE3,202412,성수,0.2088154,20,Low,정상,normal,0.0
456FAA8479,202412,성수,0.20270184,20,Low,정상,normal,0.0
E495DA446B,202412,,0.20781907,20,Low,정상,normal,0.0
E05D8AE16A,202412,왕십리,0.20919737,20,Low,정상,normal,0.0
F79C44E620,202412,뚝섬,0.20114212,20,Low,정상,normal,0.0
B50F3C905B,202412,왕십리,0.20890048,20,Low,정상,normal,0.0
9AC64E44C1,202412,,0.20592251,20,Low,정상,normal,0.0
EDB32887DE,202412,뚝섬,0.20237158,20,Low,정상,normal,0.0
51DB10788F,202412,한양대,0.20463398,20,Low,정상,normal,0.0
46AC67DA98,202412,금남시장,0.20973168,20,Low,정상,normal,0.0
B35562BF7A,202412,,0.20500325,20,Low,정상,normal,0.0
1F514EF208,202412,성수,0.20649178,20,Low,정상,normal,0.0
30A5227B23,202412,마장동,0.2089517,20,Low,정상,normal,0.0
FDC6438DD6,202412,뚝섬,0.19002572,19,Very Low,정상,normal,0.0
FEDAD7667E,202412,마장동,0.19200735,19,Very Low,정상,normal,0.0
30D877AA68,202412,한양대,0.19812016,19,Very Low,정상,normal,0.0
AEDB32EDA4,202412,,0.19405547,19,Very Low,정상,normal,0.0
2EE7676921,202412,,0.1927862,19,Very Low,정상,normal,0.0
0CF1A5859F,202412,,0.19685195,19,Very Low,정상,normal,0.0
39624DF65A,202412,답십리,0.1988871,19,Very Low,정상,normal,0.0
CFE95F9727,202412,왕십리,0.1963615,19,Very Low,정상,normal,0.0
4C4C19D23F,202412,마장동,0.19827048,19,Very Low,정상,normal,0.0
F810BEFDDE,202412,,0.19655006,19,Very Low,정상,normal,0.0
360B6BCFC1,202412,,0.19949967,19,Very Low,정상,normal,0.0
BC1CC776B0,202412,마장동,0.1957506,19,Very Low,정상,normal,0.0
9E304D405E,202412,한양대,0.19950996,19,Very Low,정상,normal,0.0
7B133114D0,202412,성수,0.19832963,19,Very Low,정상,normal,0.0
9313D39511,202412,마장동,0.1965389,19,Very Low,정상,normal,0.0
E24BAE6F44,202412,마장동,0.1983418,19,Very Low,정상,normal,0.0
A4554B2296,202412,성수,0.1905479,19,Very Low,정상,normal,0.0
56CCDF6E4B,202412,,0.19364384,19,Very Low,정상,normal,0.0
BBD2264CC9,202412,,0.19739218,19,Very Low,정상,normal,0.0
5BE0890F4A,202412,성수,0.19593637,19,Very Low,정상,normal,0.0
94B04233D8,202412,,0.19891138,19,Very Low,정상,normal,0.0
18AE11C714,202412,금남시장,0.19793336,19,Very Low,정상,normal,0.0
69013447B1,202412,,0.19910333,19,Very Low,정상,normal,0.0
F3C9F5931D,202412,,0.19806121,19,Very Low,정상,normal,0.0
5864A763E4,202412,성수,0.19772188,19,Very Low,정상,normal,0.0
BD8A0F6D76,202412,왕십리,0.19653803,19,Very Low,정상,normal,0.0
EC8D405566,202412,한양대,0.19658962,19,Very Low,정상,normal,0.0
0F6B536D3D,202412,성수,0.19532281,19,Very Low,정상,normal,0.0
36ABF21B6F,202412,성수,0.1936934,19,Very Low,정상,normal,0.0
99973542B9,202412,마장동,0.19667388,19,Very Low,정상,normal,0.0
3DFABAA899,202412,마장동,0.19701545,19,Very Low,정상,normal,0.0
B1B6F5EE0C,202412,,0.19167449,19,Very Low,정상,normal,0.0
6FD404C819,202412,,0.19611216,19,Very Low,정상,normal,0.0
1A8BA43A9D,202412,뚝섬,0.19499743,19,Very Low,정상,normal,0.0
9B97EB469A,202412,답십리,0.19658011,19,Very Low,정상,normal,0.0
CC8638F044,202412,왕십리,0.1919913,19,Very Low,정상,normal,0.0
0D2FB82EB4,202412,답십리,0.18841259,18,Very Low,정상,normal,0.0
059A6DEC9E,202412,,0.18136157,18,Very Low,정상,normal,0.0
48F3AA695A,202412,성수,0.18175846,18,Very Low,정상,normal,0.0
83900DDFE0,202412,마장동,0.18969415,18,Very Low,정상,normal,0.0
74A053F902,202412,답십리,0.18167958,18,Very Low,정상,normal,0.0
D3477E9950,202412,뚝섬,0.18576418,18,Very Low,정상,normal,0.0
A03C9ACB92,202412,,0.18734011,18,Very Low,정상,normal,0.0
975CAF71FE,202412,마장동,0.18087937,18,Very Low,정상,normal,0.0
557870DAE7,202412,성수,0.1869961,18,Very Low,정상,normal,0.0
D20D8BF71F,202412,뚝섬,0.18248746,18,Very Low,정상,normal,0.0
A5252A18CF,202412,마장동,0.18905601,18,Very Low,정상,normal,0.0
02A32AE992,202412,,0.1880917,18,Very Low,정상,normal,0.0
B897002DD3,202412,성수,0.18432572,18,Very Low,정상,normal,0.0
F4BEB03DA2,202412,성수,0.18852901,18,Very Low,정상,normal,0.0
59AA2F0CFE,202412,뚝섬,0.18532547,18,Very Low,정상,normal,0.0
E5BF99B7A0,202412,뚝섬,0.18211435,18,Very Low,정상,normal,0.0
69756C0A85,202412,,0.18630832,18,Very Low,정상,normal,0.0
6BC713A140,202412,금남시장,0.18379563,18,Very Low,정상,normal,0.0
3C57E8E398,202412,,0.18051131,18,Very Low,정상,normal,0.0
9041A4EB80,202412,뚝섬,0.18034017,18,Very Low,정상,normal,0.0
EAF82B5862,202412,성수,0.18023439,18,Very Low,정상,normal,0.0
CA01F6A76C,202412,왕십리,0.18456341,18,Very Low,정상,normal,0.0
EB0EDEEF49,202412,,0.18526116,18,Very Low,정상,normal,0.0
995D6B6C92,202412,뚝섬,0.1849819,18,Very Low,정상,normal,0.0
FB93D1F30E,202412,뚝섬,0.18272829,18,Very Low,정상,normal,0.0
809BEAA13A,202412,성수,0.18341951,18,Very Low,정상,normal,0.0
222AB6560E,202412,,0.18426614,18,Very Low,정상,normal,0.0
0BFA50A379,202412,뚝섬,0.18859562,18,Very Low,정상,normal,0.0
093D848452,202412,옥수,0.18619989,18,Very Low,정상,normal,0.0
EC5DF75B11,202412,뚝섬,0.18666264,18,Very Low,정상,normal,0.0
DE96D5A30B,202412,성수,0.1864488,18,Very Low,정상,normal,0.0
5B0E07A8BA,202412,성수,0.18392004,18,Very Low,정상,normal,0.0
EC4C74B567,202412,,0.18403617,18,Very Low,정상,normal,0.0
5B2E4E2454,202412,마장동,0.18093164,18,Very Low,정상,normal,0.0
C4B2112114,202412,성수,0.18728055,18,Very Low,정상,normal,0.0
CF93CCB79E,202412,왕십리,0.1729293,17,Very Low,정상,normal,0.0
3B463692E1,202412,뚝섬,0.17276412,17,Very Low,정상,normal,0.0
7DECE5D4FD,202412,,0.17022973,17,Very Low,정상,normal,0.0
8BFDD0339E,202412,옥수,0.17499913,17,Very Low,정상,normal,0.0
8177FA0EF1,202412,뚝섬,0.17139603,17,Very Low,정상,normal,0.0
B0733AADEF,202412,뚝섬,0.17106622,17,Very Low,정상,normal,0.0
AD016521BB,202412,왕십리,0.17122456,17,Very Low,정상,normal,0.0
4C54436E59,202412,답십리,0.1790059,17,Very Low,정상,normal,0.0
C30C25CDA5,202412,,0.17987777,17,Very Low,정상,normal,0.0
FC6E670F70,202412,왕십리,0.17203775,17,Very Low,정상,normal,0.0
908B8FB682,202412,성수,0.17607525,17,Very Low,정상,normal,0.0
882C56DA42,202412,성수,0.17046395,17,Very Low,정상,normal,0.0
2FC5FFC0AA,202412,성수,0.17736194,17,Very Low,정상,normal,0.0
9DB54B4166,202412,왕십리,0.17834073,17,Very Low,정상,normal,0.0
08D893CAA8,202412,,0.17263849,17,Very Low,정상,normal,0.0
9D2AB94FB8,202412,,0.17494044,17,Very Low,정상,normal,0.0
DE2C6A8F93,202412,성수,0.17176783,17,Very Low,정상,normal,0.0
0E5900ADFC,202412,성수,0.17589332,17,Very Low,정상,normal,0.0
1FD34CB47A,202412,마장동,0.17971468,17,Very Low,정상,normal,0.0
F744DF2779,202412,왕십리,0.1798131,17,Very Low,정상,normal,0.0
ED1FCA35E8,202412,성수,0.177046,17,Very Low,정상,normal,0.0
4EEF5997AF,202412,성수,0.17491627,17,Very Low,정상,normal,0.0
186E12F013,202412,마장동,0.17927982,17,Very Low,정상,normal,0.0
9734D7A3A7,202412,답십리,0.17773588,17,Very Low,정상,normal,0.0
4DD8AC6665,202412,,0.17494044,17,Very Low,정상,normal,0.0
228EDD81BA,202412,답십리,0.17353763,17,Very Low,정상,normal,0.0
224FBAD80C,202412,성수,0.172567,17,Very Low,정상,normal,0.0
78C040B05F,202412,,0.17686711,17,Very Low,정상,normal,0.0
F05E581558,202412,옥수,0.17929341,17,Very Low,정상,normal,0.0
F05B47B74E,202412,왕십리,0.17190935,17,Very Low,정상,normal,0.0
9A4D14C1AA,202412,뚝섬,0.17016672,17,Very Low,정상,normal,0.0
249C65ED4B,202412,금남시장,0.17403838,17,Very Low,정상,normal,0.0
844C36220E,202412,답십리,0.17697386,17,Very Low,정상,normal,0.0
84768B892E,202412,성수,0.17021912,17,Very Low,정상,normal,0.0
F0334CCD5D,202412,금남시장,0.17273133,17,Very Low,정상,normal,0.0
0C52600659,202412,금남시장,0.17328636,17,Very Low,정상,normal,0.0
7AF854D0D5,202412,성수,0.1605385,16,Very Low,정상,normal,0.0
0B68902965,202412,,0.1619084,16,Very Low,정상,normal,0.0
795AAE487C,202412,답십리,0.16260679,16,Very Low,정상,normal,0.0
0EC92894F0,202412,금남시장,0.16015345,16,Very Low,정상,normal,0.0
BBEBA8E04B,202412,한양대,0.16132614,16,Very Low,정상,normal,0.0
57DEE6D415,202412,성수,0.1629839,16,Very Low,정상,normal,0.0
BB59A21676,202412,,0.16171779,16,Very Low,정상,normal,0.0
925AC1B723,202412,,0.16627704,16,Very Low,정상,normal,0.0
73FBCF7FB1,202412,성수,0.16023545,16,Very Low,정상,normal,0.0
CACF934A33,202412,장한평자동차,0.16176224,16,Very Low,정상,normal,0.0
9FF6A227B7,202412,왕십리,0.1690885,16,Very Low,정상,normal,0.0
DEABE6F7A5,202412,성수,0.16563259,16,Very Low,정상,normal,0.0
20AFB06A43,202412,답십리,0.16175458,16,Very Low,정상,normal,0.0
759BF53FF1,202412,왕십리,0.1690885,16,Very Low,정상,normal,0.0
FCE1F472A0,202412,,0.16440532,16,Very Low,정상,normal,0.0
33CEE3F3AA,202412,,0.16303286,16,Very Low,정상,normal,0.0
D7F0860579,202412,마장동,0.16241668,16,Very Low,정상,normal,0.0
B03818B768,202412,금남시장,0.16233,16,Very Low,정상,normal,0.0
8C6E34858D,202412,,0.16064315,16,Very Low,정상,normal,0.0
8D50B47A2E,202412,,0.16280405,16,Very Low,정상,normal,0.0
8A38507519,202412,성수,0.16980702,16,Very Low,정상,normal,0.0
EB785F92A9,202412,,0.16340213,16,Very Low,정상,normal,0.0
47B04D5AF9,202412,성수,0.16382171,16,Very Low,정상,normal,0.0
685929E817,202412,,0.16095397,16,Very Low,정상,normal,0.0
DD3AD6FFFA,202412,,0.16506188,16,Very Low,정상,normal,0.0
668C9F56AA,202412,뚝섬,0.1697641,16,Very Low,정상,normal,0.0
C12009C4BE,202412,뚝섬,0.16642703,16,Very Low,정상,normal,0.0
314D6B5043,202412,성수,0.16285923,16,Very Low,정상,normal,0.0
5C312171F4,202412,옥수,0.16323249,16,Very Low,정상,normal,0.0
09A5C8DB83,202412,뚝섬,0.1635733,16,Very Low,정상,normal,0.0
652AA8E8C5,202412,성수,0.16893892,16,Very Low,정상,normal,0.0
4D639B5299,202412,성수,0.16801374,16,Very Low,정상,normal,0.0
1CA14FB122,202412,옥수,0.16099413,16,Very Low,정상,normal,0.0
0AD65F48B1,202412,,0.15672775,15,Very Low,정상,normal,0.0
5C58B2EF46,202412,,0.159891,15,Very Low,정상,normal,0.0
C04EA4122D,202412,뚝섬,0.15740032,15,Very Low,정상,normal,0.0
A75CE5A018,202412,마장동,0.15146379,15,Very Low,정상,normal,0.0
E945237BD4,202412,답십리,0.15929559,15,Very Low,정상,normal,0.0
6235F64612,202412,한양대,0.15622354,15,Very Low,정상,normal,0.0
A864979D3D,202412,뚝섬,0.15056948,15,Very Low,정상,normal,0.0
B33DBE6CAA,202412,왕십리,0.1592562,15,Very Low,정상,normal,0.0
DA74E018B2,202412,왕십리,0.15864334,15,Very Low,정상,normal,0.0
08AFA3AAA2,202412,왕십리,0.15865012,15,Very Low,정상,normal,0.0
81159E8CD8,202412,마장동,0.15034895,15,Very Low,정상,normal,0.0
677DAF15F8,202412,왕십리,0.1524875,15,Very Low,정상,normal,0.0
677AEC4179,202412,뚝섬,0.15734291,15,Very Low,정상,normal,0.0
0E614A7B1A,202412,,0.15244456,15,Very Low,정상,normal,0.0
5A5EBCB3A8,202412,왕십리,0.15217108,15,Very Low,정상,normal,0.0
5C5F3498B3,202412,뚝섬,0.15625264,15,Very Low,정상,normal,0.0
B7C6FE8E60,202412,,0.1597241,15,Very Low,정상,normal,0.0
20EEE2EE86,202412,성수,0.15959485,15,Very Low,정상,normal,0.0
20A41DB343,202412,뚝섬,0.15118542,15,Very Low,정상,normal,0.0
71DF397AB0,202412,금남시장,0.15974069,15,Very Low,정상,normal,0.0
42994169E6,202412,,0.15446101,15,Very Low,정상,normal,0.0
5257313CF4,202412,,0.15917718,15,Very Low,정상,normal,0.0
26ACE594E8,202412,한양대,0.15234338,15,Very Low,정상,normal,0.0
263A2454D1,202412,금남시장,0.15308611,15,Very Low,정상,normal,0.0
98ACFD8C28,202412,한양대,0.15812513,15,Very Low,정상,normal,0.0
51CD26A022,202412,한양대,0.15064558,15,Very Low,정상,normal,0.0
E145D9B3BC,202412,,0.15918334,15,Very Low,정상,normal,0.0
CDDAE64AC2,202412,왕십리,0.15053007,15,Very Low,정상,normal,0.0
9A71D71270,202412,,0.15873268,15,Very Low,정상,normal,0.0
D3B3CDB5D1,202412,,0.15243196,15,Very Low,정상,normal,0.0
0C9C887E27,202412,,0.15837732,15,Very Low,정상,normal,0.0
9978494070,202412,,0.15005681,15,Very Low,정상,normal,0.0
00F54829E1,202412,,0.15640683,15,Very Low,정상,normal,0.0
DC6768DBDA,202412,금남시장,0.15322238,15,Very Low,정상,normal,0.0
DC2433C636,202412,마장동,0.1593409,15,Very Low,정상,normal,0.0
EA1F87E4D9,202412,,0.15324637,15,Very Low,정상,normal,0.0
90825ECD46,202412,뚝섬,0.15255815,15,Very Low,정상,normal,0.0
0B209E8E8B,202412,,0.1514515,15,Very Low,정상,normal,0.0
0A14F6BC71,202412,마장동,0.15699784,15,Very Low,정상,normal,0.0
BFD54A2373,202412,뚝섬,0.1477055,14,Very Low,정상,normal,0.0
1109D8FCC5,202412,마장동,0.14464693,14,Very Low,정상,normal,0.0
0E559E84F4,202412,한양대,0.1402138,14,Very Low,정상,normal,0.0
892B53ACE9,202412,,0.14327525,14,Very Low,정상,normal,0.0
776F48CD6C,202412,뚝섬,0.14043143,14,Very Low,정상,normal,0.0
596D95834C,202412,금남시장,0.140682,14,Very Low,정상,normal,0.0
51D51815C2,202412,금남시장,0.144906,14,Very Low,정상,normal,0.0
5755CB685C,202412,,0.14371015,14,Very Low,정상,normal,0.0
B919F9B2D5,202412,한양대,0.14288151,14,Very Low,정상,normal,0.0
373FC35FF2,202412,답십리,0.14259449,14,Very Low,정상,normal,0.0
7A193CFDAB,202412,뚝섬,0.14403522,14,Very Low,정상,normal,0.0
7A922D4172,202412,,0.14387882,14,Very Low,정상,normal,0.0
F4F3149034,202412,성수,0.1443327,14,Very Low,정상,normal,0.0
F65588F354,202412,,0.14890766,14,Very Low,정상,normal,0.0
D4C5EBD12F,202412,행당,0.14038639,14,Very Low,정상,normal,0.0
7D6E8687AA,202412,,0.14571635,14,Very Low,정상,normal,0.0
85A3A72B48,202412,성수,0.14089249,14,Very Low,정상,normal,0.0
92FF17F070,202412,자양,0.14216791,14,Very Low,정상,normal,0.0
F72B20D757,202412,금남시장,0.14201778,14,Very Low,정상,normal,0.0
0BD77C00B4,202412,성수,0.14217678,14,Very Low,정상,normal,0.0
0487117D58,202412,한양대,0.14542001,14,Very Low,정상,normal,0.0
FCE9599321,202412,성수,0.14838098,14,Very Low,정상,normal,0.0
44150C17AB,202412,,0.14890766,14,Very Low,정상,normal,0.0
4261C5A667,202412,,0.14961953,14,Very Low,정상,normal,0.0
A0EDA785C0,202412,뚝섬,0.14865905,14,Very Low,정상,normal,0.0
8EAFB1D483,202412,성수,0.14989074,14,Very Low,정상,normal,0.0
11C88CAEC4,202412,성수,0.14744468,14,Very Low,정상,normal,0.0
41B1FC479A,202412,,0.14578569,14,Very Low,정상,normal,0.0
A153724F2C,202412,뚝섬,0.1428472,14,Very Low,정상,normal,0.0
86D8C44904,202412,뚝섬,0.1426645,14,Very Low,정상,normal,0.0
B2FEC8DC0B,202412,,0.14284278,14,Very Low,정상,normal,0.0
94B1AD89FE,202412,뚝섬,0.14499523,14,Very Low,정상,normal,0.0
67FCC5D980,202412,,0.14900875,14,Very Low,정상,normal,0.0
5CAFB11F16,202412,왕십리,0.14841363,14,Very Low,정상,normal,0.0
145A1666B3,202412,,0.14833581,14,Very Low,정상,normal,0.0
2A4B681277,202412,성수,0.14296275,14,Very Low,정상,normal,0.0
155590DFC1,202412,,0.14527942,14,Very Low,정상,normal,0.0
47C597A064,202412,옥수,0.14970517,14,Very Low,정상,normal,0.0
DA66A755A8,202412,금남시장,0.14504051,14,Very Low,정상,normal,0.0
2C6E1775F4,202412,왕십리,0.14876473,14,Very Low,정상,normal,0.0
C33E478AD0,202412,,0.14583519,14,Very Low,정상,normal,0.0
1E6E98E3FB,202412,성수,0.14115614,14,Very Low,정상,normal,0.0
E961D9800C,202412,,0.14820133,14,Very Low,정상,normal,0.0
4A347AF852,202412,뚝섬,0.14598127,14,Very Low,정상,normal,0.0
C2A525F314,202412,장한평자동차,0.14832315,14,Very Low,정상,normal,0.0
